gene	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox
ENSG00000273559	25.42	44.67	22.93	29.92	19.04	18.18	39.36	26.55	31.34	27.16
ENSG00000153015	129.82	111.46	93.75	71.89	83.01	101.94	107.7	92.5	102.9	88.93
ENSG00000095485	27.08	15.98	27.7	26.36	29.53	26.64	24.11	18.44	23.68	28.23
ENSG00000152404	28.32	35.41	15.82	34.02	21.78	20.33	25.08	20.48	30.24	17.41
ENSG00000109182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006210	0.63	28.3	0.85	2.84	0.22	0.19	17.44	0.27	0.2	0.81
ENSG00000168329	0.38	2.78	7.76	1.28	2.09	0.0	4.79	0.87	0.36	2.35
ENSG00000154639	2.51	5.09	4.99	3.05	3.67	6.28	7.26	0.53	0.78	4.44
ENSG00000258712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000265766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163739	0.0	23.07	19.25	14.64	11.14	0.83	3.45	3.87	1.37	7.22
ENSG00000169245	0.0	2.84	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169248	17.56	14.03	11.55	8.87	13.76	17.91	15.77	13.66	23.79	11.82
ENSG00000107562	0.0	0.14	7.35	0.0	0.0	0.27	0.0	1.19	0.06	0.0
ENSG00000156234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000145824	0.0	0.12	0.61	0.0	0.0	0.0	0.0	0.23	0.22	0.0
ENSG00000161921	1.02	2.79	1.32	2.82	0.22	0.14	1.25	0.77	1.67	3.58
ENSG00000189377	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000081041	2.01	119.61	17.64	5.12	2.78	1.61	81.58	8.93	1.71	2.09
ENSG00000163734	3.42	21.38	9.22	2.97	5.49	2.8	23.79	21.13	2.97	3.6
ENSG00000163735	9.02	190.74	22.07	9.53	14.68	5.9	196.49	0.74	1.91	11.43
ENSG00000124875	0.0	0.0	0.86	0.0	0.0	0.0	1.52	1.65	0.27	0.0
ENSG00000138755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180871	0.21	1.74	0.05	1.09	0.0	0.42	0.81	0.18	0.34	1.48
ENSG00000229754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0
ENSG00000186810	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000121966	7.85	51.85	145.23	21.77	207.74	16.53	86.18	5.71	0.94	197.46
ENSG00000160683	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000144476	0.14	25.37	25.3	0.64	3.47	0.0	26.92	1.29	0.11	0.96
ENSG00000154832	27.41	33.93	44.23	32.43	31.25	32.46	30.77	48.92	46.84	22.26
ENSG00000099364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.12	0.0
ENSG00000168772	0.52	1.79	2.49	0.47	0.95	0.28	1.7	0.08	0.08	0.47
ENSG00000171604	92.74	73.35	109.84	53.45	41.77	134.78	70.09	51.53	72.68	44.52
ENSG00000120280	0.61	0.91	11.88	0.0	0.36	0.16	0.0	0.27	0.12	0.0
ENSG00000165164	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000173681	4.94	6.35	3.75	5.38	3.65	1.95	6.06	3.18	4.26	4.56
ENSG00000187516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05
ENSG00000165164	0.0	0.17	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0
ENSG00000204904	3.17	0.0	1.86	8.41	7.13	0.0	0.0	0.94	0.06	1.4
ENSG00000147113	59.74	268.58	49.37	83.78	182.04	85.48	203.38	1.34	33.8	214.9
ENSG00000185753	7.42	28.24	16.4	9.07	8.58	6.21	22.35	17.72	4.61	9.39
ENSG00000197620	15.15	44.5	13.94	26.86	19.74	16.87	50.85	11.34	15.24	31.86
ENSG00000197021	63.98	97.74	42.55	98.25	58.07	57.99	97.47	31.06	60.25	61.93
ENSG00000169551	2.54	0.39	0.28	0.0	1.75	0.0	1.34	0.0	0.0	1.08
ENSG00000215115	0.0	0.33	0.0	0.0	0.0	0.0	0.39	0.12	0.06	0.36
ENSG00000215113	0.0	0.33	0.0	0.0	0.0	0.0	0.39	0.12	0.06	0.36
ENSG00000224440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000018610	31.26	28.06	32.17	36.33	49.13	18.56	22.74	22.75	23.37	31.36
ENSG00000147231	5.1	3.25	6.66	5.26	5.9	2.8	3.17	7.84	4.13	3.49
ENSG00000165182	0.0	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0
ENSG00000204019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008283	75.07	46.17	58.0	85.38	49.55	73.03	42.96	26.73	126.63	65.43
ENSG00000174151	4.61	8.71	3.87	4.18	2.83	5.33	4.96	4.79	4.51	6.39
ENSG00000114395	1.77	1.24	13.04	3.42	4.95	8.33	0.91	5.76	6.27	5.13
ENSG00000166347	22.49	69.83	45.78	13.86	21.18	10.61	58.72	33.14	28.3	26.84
ENSG00000103018	107.15	51.9	82.29	100.93	197.84	87.92	59.08	65.46	78.48	90.83
ENSG00000182224	15.68	8.68	18.19	26.47	24.12	14.92	11.52	10.38	31.79	25.11
ENSG00000167740	9.92	16.17	11.39	9.22	7.14	6.51	10.55	7.09	8.26	14.08
ENSG00000159348	15.1	26.28	36.38	42.33	14.96	18.01	33.35	21.06	17.58	27.53
ENSG00000166394	19.21	1.64	3.45	4.04	1.65	20.93	5.39	3.4	13.97	4.04
ENSG00000100243	53.47	47.76	68.44	60.97	70.48	60.99	65.72	44.65	38.95	51.38
ENSG00000065615	14.37	13.56	39.78	19.95	12.13	19.09	22.57	40.57	31.97	23.22
ENSG00000215883	4.74	5.78	5.18	4.51	4.86	4.44	8.34	5.59	5.82	3.97
ENSG00000051523	38.02	126.27	125.53	66.38	20.68	20.7	124.54	51.35	67.37	67.33
ENSG00000162144	8.71	2.03	7.79	4.81	2.85	6.25	3.73	8.15	12.61	6.55
ENSG00000165168	0.0	0.0	11.44	0.0	0.08	0.0	0.16	1.03	0.41	0.0
ENSG00000071967	3.5	5.82	14.17	8.65	4.21	1.94	7.94	22.15	5.95	7.59
ENSG00000179091	61.75	21.23	81.11	49.72	19.64	61.77	46.44	97.15	90.4	37.84
ENSG00000172115	82.8	46.79	117.46	143.44	57.65	92.25	32.73	118.65	125.85	98.27
ENSG00000235700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0
ENSG00000273749	61.63	87.04	44.84	77.59	84.29	76.4	87.33	59.81	77.98	63.79
ENSG00000055163	1.52	4.94	5.38	6.99	4.85	0.43	1.84	5.4	15.0	4.56
ENSG00000161544	0.68	0.45	0.81	0.0	0.0	3.64	5.12	1.88	3.09	0.93
ENSG00000187954	20.96	35.97	16.46	15.91	14.63	19.0	46.31	23.12	18.05	10.07
ENSG00000183035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000155833	0.0	0.0	0.82	0.31	0.17	0.0	0.0	0.0	0.29	1.26
ENSG00000083799	8.28	14.69	14.81	11.51	7.09	7.71	16.26	6.36	6.65	7.21
ENSG00000240194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000140459	0.74	0.88	0.91	0.0	0.0	0.33	0.56	0.47	0.0	0.7
ENSG00000160882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000148795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000137869	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	1.55	0.15
ENSG00000140465	0.23	2.59	9.21	6.9	1.25	0.36	1.91	0.0	1.36	2.81
ENSG00000140505	0.16	1.29	0.94	0.19	4.41	3.84	1.19	0.44	0.64	1.67
ENSG00000138061	23.07	16.71	3.94	5.64	2.92	54.28	6.08	0.26	1.41	0.51
ENSG00000232973	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0
ENSG00000119004	4.87	7.96	4.97	7.95	9.28	4.86	8.89	3.58	3.92	6.28
ENSG00000204338	0.47	0.31	1.04	0.0	1.17	0.0	0.08	0.36	0.84	1.23
ENSG00000198457	0.0	0.0	0.0	2.31	0.18	0.0	0.0	0.0	0.39	0.0
ENSG00000019186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000095596	0.7	0.57	0.0	0.0	0.0	0.89	0.0	0.0	0.84	0.0
ENSG00000003137	0.0	0.05	0.15	1.02	0.08	0.0	0.0	0.0	3.16	0.15
ENSG00000187553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000135929	3.23	28.88	9.89	2.92	5.86	14.3	22.58	0.59	0.58	0.87
ENSG00000111012	0.95	1.16	0.35	1.88	1.46	0.63	0.0	0.91	0.54	1.07
ENSG00000186684	6.18	8.03	1.03	3.82	2.07	6.92	9.25	0.02	0.79	3.0
ENSG00000197838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000255974	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0
ENSG00000198077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197408	0.47	0.78	0.0	1.74	2.46	0.21	0.0	0.15	0.28	0.0
ENSG00000256612	0.1	0.61	0.19	0.13	0.54	0.69	0.29	0.52	0.43	1.45
ENSG00000108242	0.0	0.1	0.89	0.0	0.0	0.0	0.44	0.0	0.0	0.0
ENSG00000165841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138115	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0
ENSG00000138109	0.0	0.13	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.36
ENSG00000100197	0.9	2.09	2.44	0.9	0.0	0.0	0.0	0.0	0.3	0.7
ENSG00000205702	0.0	3.07	1.39	0.0	1.31	1.33	1.72	2.44	0.0	1.78
ENSG00000130649	0.36	0.73	0.0	0.4	0.0	0.19	1.08	0.0	0.0	0.4
ENSG00000197446	0.16	0.0	0.0	0.37	0.0	0.0	0.2	4.72	0.25	0.0
ENSG00000130612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0
ENSG00000134716	0.0	0.0	0.0	0.36	0.0	0.34	1.55	0.24	0.0	0.0
ENSG00000186104	12.38	12.22	15.81	9.6	6.35	15.94	19.84	12.39	4.73	21.7
ENSG00000167600	20.94	17.56	9.97	18.32	27.09	22.54	15.62	19.22	30.96	28.23
ENSG00000155016	1.05	1.36	3.29	3.48	2.87	2.49	3.34	1.22	1.44	3.2
ENSG00000073067	0.0	0.13	0.0	0.0	0.0	0.13	0.0	0.0	0.35	0.29
ENSG00000146233	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000160868	0.0	0.34	0.0	0.0	0.0	0.0	0.76	0.45	0.0	0.23
ENSG00000021461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000106258	0.1	1.22	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0
ENSG00000160870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000036530	0.0	0.12	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0
ENSG00000187048	0.0	0.0	0.27	0.26	0.0	0.0	0.0	0.35	0.0	0.0
ENSG00000162365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142973	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171903	0.0	0.0	0.4	0.0	0.0	0.03	0.0	0.14	0.17	0.0
ENSG00000186204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000267594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000214081	0.65	0.0	0.84	1.49	0.33	0.0	0.14	0.0	0.0	0.94
ENSG00000265787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000145476	1.72	2.81	1.86	4.18	6.1	0.96	5.49	1.97	2.22	2.6
ENSG00000186377	0.0	0.2	1.34	0.0	0.0	0.0	0.0	0.0	0.09	0.0
ENSG00000186160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000001630	684.62	287.03	267.47	265.73	717.02	646.39	312.57	234.56	222.15	422.4
ENSG00000167910	0.14	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
ENSG00000172817	0.0	0.0	0.73	3.63	0.0	0.0	0.0	0.0	0.93	0.0
ENSG00000180432	0.17	0.16	0.28	0.27	0.91	0.5	0.5	0.0	0.25	0.0
ENSG00000142871	120.92	35.37	49.63	149.64	313.3	101.51	39.55	7.87	62.14	248.65
ENSG00000205795	0.22	0.27	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0
ENSG00000173198	0.0	0.16	5.88	0.0	0.24	0.0	0.0	1.51	0.3	0.0
ENSG00000152207	0.0	0.28	2.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0
ENSG00000120306	19.58	28.12	25.68	22.13	13.26	35.6	39.91	10.29	4.07	13.73
ENSG00000108669	26.72	48.29	26.65	38.94	70.26	27.05	38.23	13.26	32.3	41.89
ENSG00000105443	69.31	67.29	34.97	74.28	58.81	73.61	83.7	45.34	55.25	65.63
ENSG00000008256	4.06	18.34	8.09	1.18	11.42	5.86	13.67	4.99	5.33	6.21
ENSG00000100055	0.0	3.06	27.79	0.0	1.04	0.0	1.24	1.71	0.14	0.0
ENSG00000115165	0.0	0.44	12.98	0.0	0.0	0.0	0.0	0.61	0.0	0.0
ENSG00000170891	2.14	2.49	4.72	0.0	1.13	1.3	0.0	17.23	0.46	0.69
ENSG00000166265	54.46	95.87	85.47	87.22	112.95	42.63	95.99	57.78	77.76	129.47
ENSG00000228592	13.18	28.69	8.98	2.38	2.8	24.14	21.41	0.27	0.93	7.54
ENSG00000180902	1.94	3.73	6.58	0.0	2.52	5.35	6.2	7.31	6.02	2.32
ENSG00000100592	42.99	108.45	26.87	74.9	77.3	69.01	82.13	36.06	60.49	57.32
ENSG00000146122	0.24	1.31	1.2	0.11	0.23	0.05	0.57	0.14	0.36	0.0
ENSG00000173406	0.69	0.65	0.82	0.26	2.39	4.02	0.69	0.0	0.09	0.52
ENSG00000153071	52.39	52.68	47.44	79.09	50.56	83.48	50.3	16.37	39.11	42.35
ENSG00000136848	36.51	58.04	22.54	34.6	71.1	50.22	55.23	16.0	43.05	55.05
ENSG00000276644	25.03	3.5	5.44	54.06	14.17	17.48	5.51	7.64	29.59	20.24
ENSG00000126733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37
ENSG00000165617	2.45	8.57	16.26	1.58	9.34	2.08	12.27	0.93	0.4	2.17
ENSG00000164488	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197380	3.22	0.68	1.73	0.94	1.15	3.65	3.64	2.06	1.25	1.41
ENSG00000245598	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000129562	541.62	497.98	474.87	527.15	361.99	587.32	533.47	399.99	443.24	834.54
ENSG00000173402	24.32	18.39	21.37	27.79	55.71	36.22	21.9	34.41	26.56	29.49
ENSG00000134780	0.81	1.7	2.11	1.6	1.0	3.02	1.1	0.85	1.76	0.11
ENSG00000164535	10.12	23.46	25.32	16.46	8.91	13.58	25.63	23.55	13.86	21.71
ENSG00000149476	7.82	7.89	5.77	4.88	1.69	9.41	8.26	7.47	8.42	1.72
ENSG00000178149	9.03	18.64	12.17	3.85	7.42	13.07	21.46	10.49	8.22	4.62
ENSG00000226950	63.5	17.97	279.79	101.92	35.88	71.09	68.76	191.34	191.63	74.98
ENSG00000179284	0.0	1.67	1.17	2.37	7.98	3.22	2.83	0.54	1.04	2.34
ENSG00000110887	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000112977	108.13	53.11	57.5	74.79	62.34	106.54	59.14	50.62	83.36	65.06
ENSG00000132676	102.2	117.95	125.68	128.11	79.21	101.88	122.54	153.24	139.55	83.27
ENSG00000196730	30.9	42.55	24.02	45.29	43.17	39.96	39.75	21.78	37.89	34.06
ENSG00000035664	3.5	5.96	5.18	0.0	1.44	0.6	3.79	2.57	1.86	1.78
ENSG00000167657	33.4	100.7	42.28	29.61	27.33	32.71	70.88	12.88	20.17	40.74
ENSG00000163331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000070190	0.95	0.69	1.12	0.24	0.51	0.44	1.15	5.99	0.97	0.67
ENSG00000213088	4.59	0.85	1.3	7.7	0.0	2.33	2.68	4.82	2.93	1.1
ENSG00000115866	87.04	90.98	80.75	75.73	87.65	99.07	74.09	82.14	68.36	74.37
ENSG00000117593	62.65	18.91	57.56	50.36	68.4	52.14	29.74	52.68	58.56	53.51
ENSG00000123977	2.51	0.44	0.0	0.0	0.0	0.0	1.51	0.27	0.0	0.0
ENSG00000204209	57.0	69.5	60.2	64.08	49.17	51.48	38.49	67.34	76.13	60.97
ENSG00000188120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000205944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
ENSG00000187191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000205916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000071626	297.33	138.25	296.55	346.96	226.11	293.01	169.45	271.15	267.21	256.83
ENSG00000183283	43.19	63.6	118.68	100.8	130.49	32.62	60.56	129.42	65.38	56.61
ENSG00000092345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000078725	6.16	3.3	2.24	3.12	6.44	0.0	3.33	0.14	0.9	2.49
ENSG00000006634	38.25	18.03	29.8	39.0	26.8	34.73	17.2	36.35	39.36	20.5
ENSG00000161692	14.07	10.01	10.86	15.46	8.87	9.35	7.33	18.17	24.79	12.67
ENSG00000123454	1.39	0.52	0.0	2.41	0.0	1.71	0.0	0.0	2.09	0.0
ENSG00000155368	1747.45	1955.29	2724.14	1409.37	1196.48	1445.07	1950.02	2088.71	1846.75	3523.7
ENSG00000231784	0.39	0.16	0.06	0.0	0.0	1.04	0.12	0.15	0.22	0.0
ENSG00000242412	0.0	0.77	0.0	0.0	1.31	0.0	0.77	0.27	0.01	0.8
ENSG00000113758	469.99	495.45	345.41	374.81	553.25	506.53	551.57	302.24	573.01	438.85
ENSG00000003249	0.0	1.45	0.97	0.0	1.25	0.0	0.0	0.22	0.0	0.0
ENSG00000244274	3.51	4.35	0.0	0.0	1.51	0.0	1.23	14.19	3.67	1.42
ENSG00000136279	106.88	67.69	108.77	113.08	138.28	102.39	84.01	90.24	155.84	108.44
ENSG00000105516	0.0	0.45	1.4	0.0	0.0	0.0	0.22	0.83	0.14	0.0
ENSG00000138231	24.81	44.95	46.28	25.25	63.87	35.89	49.02	46.35	31.72	42.52
ENSG00000137992	6.25	10.61	5.47	5.05	4.51	7.16	5.77	7.32	7.6	5.91
ENSG00000109851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185610	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000122741	7.85	12.45	8.76	5.79	10.0	8.26	9.29	7.68	4.72	5.29
ENSG00000100897	21.65	40.67	34.98	23.23	17.96	25.71	32.1	36.39	29.77	21.19
ENSG00000198876	50.1	35.04	75.81	79.44	98.09	46.46	38.46	77.82	50.92	55.59
ENSG00000198889	1.21	0.14	0.51	0.0	0.74	0.46	0.0	0.53	0.2	1.37
ENSG00000198354	0.0	0.19	0.61	2.05	0.0	0.0	0.0	0.35	0.86	0.77
ENSG00000164934	109.14	75.25	108.67	148.7	83.54	107.19	79.5	107.94	124.64	100.93
ENSG00000259378	0.25	0.0	0.29	0.0	0.0	0.0	0.0	0.19	0.27	0.27
ENSG00000132017	33.57	30.62	38.18	35.86	24.79	23.6	36.85	26.38	33.19	34.06
ENSG00000163257	18.49	14.97	12.23	25.28	30.94	12.61	18.98	16.65	15.23	19.25
ENSG00000115827	10.61	18.76	18.11	15.82	26.49	9.58	19.27	11.09	11.45	10.54
ENSG00000119599	3.75	12.23	25.19	4.51	1.78	6.42	8.27	23.94	9.75	4.18
ENSG00000182308	0.38	0.8	0.05	0.28	1.45	0.59	0.52	0.19	0.84	0.36
ENSG00000176566	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000139990	30.6	55.78	26.49	34.36	26.14	32.43	50.32	24.5	30.49	22.44
ENSG00000143164	23.7	45.23	52.95	18.05	79.92	31.23	45.43	47.93	35.72	43.62
ENSG00000136485	54.11	53.36	51.8	69.7	61.02	47.37	54.26	66.34	71.34	62.87
ENSG00000132716	39.15	122.88	66.58	53.93	44.8	51.1	70.07	70.13	97.35	40.16
ENSG00000226372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189186	0.33	0.0	0.0	0.04	0.0	0.0	0.0	0.67	0.0	0.0
ENSG00000172992	23.28	14.46	13.78	29.04	23.16	18.13	16.85	16.95	19.14	9.91
ENSG00000164465	121.37	189.34	71.14	95.38	119.13	114.86	216.7	12.36	33.61	117.95
ENSG00000057019	28.33	14.3	14.3	33.85	48.3	32.57	22.4	24.65	16.76	19.24
ENSG00000187323	0.46	0.3	1.01	1.16	0.77	0.27	1.27	0.0	0.3	4.31
ENSG00000161634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170959	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.77	0.0
ENSG00000146038	0.29	1.2	0.5	0.0	1.18	0.0	0.71	0.0	0.0	0.21
ENSG00000222046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170959	0.0	0.12	0.36	0.0	0.06	0.0	0.62	0.09	0.09	0.38
ENSG00000166341	33.37	21.69	23.25	15.94	25.91	34.65	32.04	4.45	10.32	17.21
ENSG00000197410	0.0	0.2	0.08	0.0	0.16	0.0	0.0	0.0	0.0	0.0
ENSG00000156136	47.13	38.11	67.68	78.34	254.11	40.42	35.39	73.03	49.93	104.77
ENSG00000133083	0.08	0.25	0.18	0.21	0.73	0.26	0.13	0.06	0.08	0.12
ENSG00000170390	1.17	11.43	7.02	6.75	14.58	0.95	13.16	0.52	1.6	10.23
ENSG00000163673	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
ENSG00000198924	18.06	6.61	13.3	15.55	18.47	10.86	9.6	15.4	12.95	11.57
ENSG00000118655	16.1	4.93	11.59	14.52	13.4	13.77	8.59	18.16	12.77	17.83
ENSG00000152457	3.34	4.82	8.35	7.81	5.93	5.58	5.85	7.06	5.64	7.97
ENSG00000011465	0.14	0.0	0.0	0.0	0.26	0.26	0.17	0.38	0.29	0.0
ENSG00000272886	21.74	20.28	9.14	17.35	25.53	22.94	16.55	9.54	12.81	15.65
ENSG00000151065	14.46	19.91	11.21	19.87	16.71	10.27	21.89	11.24	14.96	13.77
ENSG00000172795	42.21	26.22	26.2	46.91	60.18	38.39	30.78	24.1	25.39	39.38
ENSG00000110063	9.94	18.21	23.74	11.92	13.2	18.14	13.45	23.18	14.06	7.79
ENSG00000163357	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.2	0.0	1.51
ENSG00000163354	0.12	1.9	0.0	0.0	0.0	0.0	0.29	0.0	0.09	0.28
ENSG00000164935	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0
ENSG00000080166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000129187	46.93	32.88	68.59	58.81	30.34	65.64	59.62	63.49	56.89	31.97
ENSG00000204843	174.33	242.95	177.42	130.5	243.81	161.82	205.98	163.64	199.03	195.91
ENSG00000237737	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000175203	105.1	150.23	93.13	93.57	77.71	120.43	177.72	77.22	85.77	89.41
ENSG00000137100	54.59	48.23	47.1	25.35	8.72	19.91	41.49	36.46	40.28	54.89
ENSG00000132912	50.07	35.02	29.03	55.89	48.88	65.72	34.47	21.26	30.22	40.36
ENSG00000166847	26.38	40.57	34.94	34.8	27.3	39.38	37.45	36.18	52.63	30.87
ENSG00000104671	32.08	31.04	48.06	62.75	42.03	58.28	41.3	30.81	35.14	45.67
ENSG00000179958	41.48	34.97	86.35	53.91	30.17	50.53	37.61	80.15	53.31	39.81
ENSG00000043093	36.48	28.71	43.13	69.14	98.15	47.79	45.91	37.59	22.91	40.7
ENSG00000150401	9.58	19.88	11.46	13.84	12.61	10.16	15.53	7.47	8.74	14.16
ENSG00000188215	8.91	12.24	7.26	9.52	18.03	9.84	11.77	2.19	7.12	14.15
ENSG00000109184	36.44	46.73	35.71	62.19	65.03	31.56	45.34	25.48	33.0	39.4
ENSG00000137692	18.23	12.84	33.74	24.43	19.2	20.24	17.38	25.95	21.27	21.01
ENSG00000077279	0.03	0.03	0.06	0.19	0.07	0.03	0.15	0.17	0.05	0.0
